Category,1.1,1.2,1.3,2.1,2.2,2.3,3.1,3.2,3.3,4.1,4.2,4.3
G3-4 PSD I,,,,,,,,,,,
G3-4 PSD II,,,,,,,,,,,
G5-6 PSD I,,,,,,,,,,,
G5-6 PSD II,,,,,,,,,,,
G7-9 PSD I,,,,,,,,,,,
G7-12 PSD II,,,,,,,,,,,
G7-12 PSD III,,,,,,,,,,,
